DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
08-Jan-24,EQ,"2,610.00","2,631.95","2,568.95","2,607.70","2,586.00","2,587.35","2,600.55","2,634.00","2,220.30",3867326,"10,05,71,68,474.15",171169
05-Jan-24,EQ,"2,602.90","2,619.85","2,598.00","2,596.65","2,609.00","2,607.70","2,606.82","2,634.00","2,220.30",4043203,"10,53,98,86,698.05",211413
04-Jan-24,EQ,"2,588.00","2,609.85","2,579.10","2,583.30","2,600.00","2,596.65","2,597.37","2,634.00","2,220.30",4806389,"12,48,39,71,502.55",267185
03-Jan-24,EQ,"2,610.00","2,634.00","2,577.20","2,611.70","2,580.75","2,583.30","2,606.46","2,634.00","2,220.30",4518768,"11,77,80,06,447.25",198303
02-Jan-24,EQ,"2,585.00","2,615.00","2,573.00","2,590.25","2,609.00","2,611.70","2,596.75","2,630.95","2,220.30",3724400,"9,67,13,31,567.50",175872
01-Jan-24,EQ,"2,580.55","2,606.85","2,573.15","2,584.95","2,588.45","2,590.25","2,588.14","2,630.95","2,220.30",2015270,"5,21,58,08,110.05",115559
29-Dec-23,EQ,"2,611.10","2,614.00","2,579.30","2,605.55","2,587.00","2,584.95","2,589.61","2,630.95","2,220.30",5432292,"14,06,74,90,670.90",248419
28-Dec-23,EQ,"2,589.80","2,612.00","2,586.85","2,586.85","2,605.00","2,605.55","2,602.58","2,630.95","2,220.30",6151318,"16,00,92,95,262.65",228625
27-Dec-23,EQ,"2,582.00","2,599.90","2,573.10","2,578.05","2,583.35","2,586.85","2,586.56","2,630.95","2,220.30",4602078,"11,90,35,47,787.85",191497
26-Dec-23,EQ,"2,568.00","2,591.95","2,562.70","2,565.05","2,579.00","2,578.05","2,579.88","2,630.95","2,220.30",3732832,"9,63,02,62,624.25",188513
22-Dec-23,EQ,"2,559.60","2,580.90","2,547.65","2,562.55","2,561.00","2,565.05","2,559.79","2,630.95","2,220.30",8270892,"21,17,17,13,990.35",274088
21-Dec-23,EQ,"2,527.00","2,573.50","2,518.25","2,527.15","2,561.00","2,562.55","2,551.74","2,630.95","2,220.30",6882727,"17,56,29,46,483.40",235158
20-Dec-23,EQ,"2,571.05","2,598.85","2,520.00","2,558.10","2,529.40","2,527.15","2,563.63","2,630.95","2,220.30",8868361,"22,73,51,94,766.35",372595
19-Dec-23,EQ,"2,555.00","2,573.90","2,525.20","2,521.00","2,556.50","2,558.10","2,553.63","2,630.95","2,220.30",8410302,"21,47,67,99,671.65",331728
18-Dec-23,EQ,"2,495.60","2,534.90","2,490.95","2,495.60","2,520.00","2,521.00","2,521.89","2,630.95","2,220.30",7082594,"17,86,15,36,572.75",253336
15-Dec-23,EQ,"2,478.00","2,500.00","2,470.05","2,464.15","2,492.00","2,495.60","2,487.92","2,630.95","2,220.30",7966076,"19,81,89,94,725.95",219982
14-Dec-23,EQ,"2,454.00","2,474.95","2,442.65","2,433.95","2,463.55","2,464.15","2,464.76","2,630.95","2,220.30",8486177,"20,91,64,13,095.30",308013
13-Dec-23,EQ,"2,422.00","2,438.35","2,406.30","2,424.05","2,432.05","2,433.95","2,422.37","2,630.95","2,220.30",5015591,"12,14,96,35,536.75",203903
12-Dec-23,EQ,"2,460.00","2,464.95","2,420.15","2,459.35","2,424.00","2,424.05","2,442.73","2,630.95","2,220.30",4598562,"11,23,30,58,046.60",164611
11-Dec-23,EQ,"2,456.00","2,467.60","2,452.40","2,455.75","2,460.90","2,459.35","2,459.80","2,630.95","2,220.30",3533069,"8,69,06,54,768.25",148258
08-Dec-23,EQ,"2,463.85","2,476.70","2,445.00","2,457.05","2,451.00","2,455.75","2,457.48","2,630.95","2,220.30",5102447,"12,53,91,53,828.90",193898
07-Dec-23,EQ,"2,460.00","2,460.95","2,442.00","2,461.10","2,456.15","2,457.05","2,453.62","2,630.95","2,220.30",4071048,"9,98,87,95,871.30",169328
06-Dec-23,EQ,"2,447.10","2,472.95","2,435.00","2,437.75","2,462.00","2,461.10","2,459.66","2,630.95","2,220.30",8211221,"20,19,68,20,469.50",203350
05-Dec-23,EQ,"2,439.00","2,440.85","2,421.65","2,420.20","2,437.15","2,437.75","2,435.32","2,630.95","2,220.30",6346812,"15,45,64,91,179.15",270813
04-Dec-23,EQ,"2,450.00","2,450.00","2,398.60","2,394.30","2,421.00","2,420.20","2,417.16","2,630.95","2,220.30",7795495,"18,84,29,40,784.80",249010
01-Dec-23,EQ,"2,378.00","2,396.40","2,377.60","2,377.45","2,393.00","2,394.30","2,389.47","2,630.95","2,220.30",7171421,"17,13,59,06,079.40",218016
30-Nov-23,EQ,"2,394.70","2,400.70","2,369.90","2,400.70","2,379.00","2,377.45","2,382.58","2,630.95","2,220.30",14219992,"33,88,02,61,609.25",368003
29-Nov-23,EQ,"2,408.00","2,411.95","2,398.05","2,394.40","2,400.00","2,400.70","2,406.54","2,630.95","2,220.30",6265653,"15,07,85,54,701.80",161091
28-Nov-23,EQ,"2,393.90","2,399.70","2,375.25","2,393.90","2,395.15","2,394.40","2,383.04","2,630.95","2,220.30",6896087,"16,43,36,74,720.45",221537
24-Nov-23,EQ,"2,391.60","2,402.60","2,391.05","2,395.50","2,394.25","2,393.90","2,397.29","2,630.95","2,220.30",3374743,"8,09,02,26,237.15",182231
23-Nov-23,EQ,"2,388.20","2,400.00","2,388.20","2,388.20","2,393.90","2,395.50","2,395.76","2,630.95","2,220.30",4265771,"10,21,97,70,255.80",151936
22-Nov-23,EQ,"2,375.00","2,394.45","2,372.20","2,378.90","2,387.00","2,388.20","2,385.76","2,630.95","2,220.30",4267407,"10,18,10,03,165.90",177755
21-Nov-23,EQ,"2,366.00","2,388.00","2,360.20","2,349.35","2,377.00","2,378.90","2,377.09","2,630.95","2,220.30",4107225,"9,76,32,57,904.05",163809
20-Nov-23,EQ,"2,348.55","2,358.40","2,336.40","2,355.55","2,349.00","2,349.35","2,346.96","2,630.95","2,220.30",2245093,"5,26,91,53,540.00",117438
17-Nov-23,EQ,"2,352.90","2,373.25","2,352.05","2,360.70","2,354.85","2,355.55","2,363.50","2,630.95","2,220.30",3879317,"9,16,87,51,612.00",140454
16-Nov-23,EQ,"2,351.10","2,374.15","2,346.95","2,356.45","2,358.00","2,360.70","2,363.74","2,630.95","2,220.30",6567455,"15,52,37,61,404.10",179828
15-Nov-23,EQ,"2,340.00","2,361.95","2,327.00","2,314.60","2,356.10","2,356.45","2,346.76","2,630.95","2,220.30",6110324,"14,33,94,87,044.50",188402
13-Nov-23,EQ,"2,322.90","2,324.60","2,311.70","2,330.65","2,315.10","2,314.60","2,316.15","2,630.95","2,220.30",1927405,"4,46,41,62,629.45",101023
12-Nov-23,EQ,"2,326.05","2,332.00","2,322.50","2,314.90","2,330.90","2,330.65","2,328.71","2,630.95","2,220.30",709922,"1,65,32,02,914.45",54331
10-Nov-23,EQ,"2,305.55","2,316.35","2,298.05","2,310.55","2,315.90","2,314.90","2,308.66","2,630.95","2,220.30",3867477,"8,92,86,95,452.35",144846
09-Nov-23,EQ,"2,335.85","2,335.90","2,304.20","2,335.90","2,311.45","2,310.55","2,316.51","2,630.95","2,220.30",7256805,"16,81,04,55,976.65",264597
08-Nov-23,EQ,"2,332.00","2,341.00","2,321.75","2,323.80","2,333.75","2,335.90","2,335.80","2,630.95","2,220.30",3942247,"9,20,82,87,625.15",150160
07-Nov-23,EQ,"2,334.05","2,339.10","2,319.55","2,339.00","2,323.10","2,323.80","2,328.29","2,630.95","2,220.30",3480102,"8,10,26,78,736.35",164587
06-Nov-23,EQ,"2,332.30","2,340.00","2,325.60","2,319.70","2,339.00","2,339.00","2,334.20","2,630.95","2,220.30",5323652,"12,42,64,55,971.70",159387
03-Nov-23,EQ,"2,327.20","2,334.95","2,315.75","2,320.20","2,319.00","2,319.70","2,325.94","2,630.95","2,220.30",4425078,"10,29,24,87,339.95",157991
02-Nov-23,EQ,"2,313.95","2,324.30","2,307.95","2,297.40","2,319.00","2,320.20","2,316.45","2,630.95","2,220.30",5281052,"12,23,32,75,556.75",156658
01-Nov-23,EQ,"2,289.15","2,317.50","2,275.20","2,287.90","2,294.70","2,297.40","2,301.86","2,630.95","2,220.30",5154595,"11,86,51,33,915.60",172384
31-Oct-23,EQ,"2,328.00","2,328.00","2,282.90","2,312.50","2,289.00","2,287.90","2,302.76","2,630.95","2,220.30",6404219,"14,74,73,54,996.70",285198
30-Oct-23,EQ,"2,274.00","2,325.00","2,269.95","2,265.80","2,309.00","2,312.50","2,310.35","2,630.95","2,220.30",8406652,"19,42,22,70,423.05",352375
27-Oct-23,EQ,"2,240.00","2,273.50","2,235.95","2,226.50","2,266.15","2,265.80","2,262.35","2,630.95","2,220.30",5885542,"13,31,51,43,153.75",247495
26-Oct-23,EQ,"2,251.00","2,258.00","2,220.30","2,257.95","2,223.00","2,226.50","2,232.86","2,630.95","2,220.30",7611267,"16,99,49,10,102.90",349499
25-Oct-23,EQ,"2,250.05","2,281.20","2,243.00","2,263.20","2,256.00","2,257.95","2,261.49","2,630.95","2,243.00",5810344,"13,14,00,35,999.60",276253
23-Oct-23,EQ,"2,290.00","2,306.25","2,255.25","2,299.10","2,262.90","2,263.20","2,283.24","2,630.95","2,255.25",3926981,"8,96,62,23,109.05",229519
20-Oct-23,EQ,"2,300.00","2,314.70","2,296.30","2,306.15","2,296.60","2,299.10","2,302.59","2,630.95","2,295.00",4456656,"10,26,18,59,218.60",236801
19-Oct-23,EQ,"2,312.00","2,321.80","2,301.00","2,324.00","2,304.65","2,306.15","2,310.08","2,630.95","2,295.00",6016278,"13,89,81,02,710.85",306999
18-Oct-23,EQ,"2,355.25","2,367.00","2,321.00","2,355.25","2,321.40","2,324.00","2,341.91","2,630.95","2,295.00",4459160,"10,44,29,44,805.70",197131
17-Oct-23,EQ,"2,356.00","2,359.70","2,341.30","2,344.05","2,356.20","2,355.25","2,350.51","2,630.95","2,295.00",3964090,"9,31,76,49,591.75",132520
16-Oct-23,EQ,"2,345.00","2,354.55","2,336.00","2,349.30","2,345.80","2,344.05","2,346.59","2,630.95","2,295.00",2964518,"6,95,65,22,674.05",174031
13-Oct-23,EQ,"2,340.00","2,357.50","2,329.15","2,349.40","2,344.95","2,349.30","2,344.56","2,630.95","2,295.00",5075158,"11,89,89,99,931.90",196532
12-Oct-23,EQ,"2,343.85","2,359.35","2,338.15","2,345.05","2,347.35","2,349.40","2,350.76","2,630.95","2,295.00",6277225,"14,75,62,75,104.15",231306
11-Oct-23,EQ,"2,314.45","2,349.70","2,313.00","2,308.40","2,345.75","2,345.05","2,333.86","2,630.95","2,295.00",4907059,"11,45,23,67,310.50",199005
10-Oct-23,EQ,"2,306.55","2,317.90","2,303.75","2,298.25","2,310.30","2,308.40","2,309.03","2,630.95","2,295.00",5118016,"11,81,76,66,201.85",240623
09-Oct-23,EQ,"2,308.10","2,311.95","2,295.00","2,318.00","2,295.15","2,298.25","2,302.95","2,630.95","2,295.00",3788439,"8,72,45,97,410.05",215473
06-Oct-23,EQ,"2,317.05","2,324.80","2,312.05","2,314.10","2,317.65","2,318.00","2,318.80","2,630.95","2,295.10",2715513,"6,29,67,30,156.55",165579
05-Oct-23,EQ,"2,319.25","2,329.40","2,309.00","2,314.15","2,312.90","2,314.10","2,317.43","2,630.95","2,295.10",5476841,"12,69,21,81,391.50",220239
04-Oct-23,EQ,"2,309.00","2,319.00","2,295.10","2,318.15","2,314.10","2,314.15","2,304.24","2,630.95","2,295.10",5143193,"11,85,11,41,943.50",261511
03-Oct-23,EQ,"2,329.95","2,335.60","2,316.00","2,345.00","2,318.40","2,318.15","2,322.04","2,630.95","2,316.00",4429528,"10,28,55,26,678.70",192207
29-Sep-23,EQ,"2,341.80","2,369.10","2,334.10","2,334.10","2,342.05","2,345.00","2,350.92","2,630.95","2,325.00",6171007,"14,50,75,25,911.60",178898
28-Sep-23,EQ,"2,383.00","2,383.00","2,325.00","2,368.90","2,339.00","2,334.10","2,352.03","2,630.95","2,325.00",7259173,"17,07,38,06,729.35",283992
27-Sep-23,EQ,"2,343.50","2,371.80","2,338.50","2,342.50","2,371.00","2,368.90","2,355.73","2,630.95","2,335.10",5861389,"13,80,78,21,671.35",233089
26-Sep-23,EQ,"2,338.55","2,350.20","2,335.60","2,340.45","2,340.00","2,342.50","2,342.35","2,630.95","2,335.10",5043891,"11,81,45,81,030.50",168749
25-Sep-23,EQ,"2,350.40","2,360.70","2,335.10","2,354.95","2,339.50","2,340.45","2,343.52","2,630.95","2,335.10",7127442,"16,70,32,85,186.15",266745
22-Sep-23,EQ,"2,376.00","2,382.45","2,350.00","2,364.80","2,356.50","2,354.95","2,363.47","2,630.95","2,350.00",9588393,"22,66,18,97,562.05",302933
21-Sep-23,EQ,"2,374.95","2,390.10","2,360.00","2,382.15","2,365.00","2,364.80","2,370.70","2,630.95","2,355.00",6113091,"14,49,22,94,094.80",292445
20-Sep-23,EQ,"2,423.05","2,427.60","2,355.00","2,436.45","2,380.65","2,382.15","2,377.79","2,630.95","2,355.00",28540942,"67,86,44,89,357.80",350883
18-Sep-23,EQ,"2,440.05","2,451.00","2,432.05","2,457.85","2,434.00","2,436.45","2,442.35","2,630.95","2,399.90",3758150,"9,17,87,15,239.40",135713
15-Sep-23,EQ,"2,468.00","2,468.00","2,449.50","2,453.30","2,452.50","2,457.85","2,458.32","2,630.95","2,399.90",12734296,"31,30,49,96,690.80",172228
14-Sep-23,EQ,"2,460.00","2,465.80","2,445.00","2,451.05","2,456.00","2,453.30","2,454.20","2,630.95","2,399.90",4604818,"11,30,11,41,212.65",259706
13-Sep-23,EQ,"2,440.00","2,462.65","2,426.25","2,438.85","2,450.10","2,451.05","2,451.78","2,630.95","2,399.90",6401669,"15,69,54,91,695.65",153034
12-Sep-23,EQ,"2,483.00","2,483.00","2,435.95","2,474.60","2,437.00","2,438.85","2,451.73","2,630.95","2,399.90",8127833,"19,92,72,45,602.50",230277
11-Sep-23,EQ,"2,452.00","2,476.85","2,452.00","2,448.20","2,473.05","2,474.60","2,468.87","2,630.95","2,399.90",6635537,"16,38,22,49,910.10",216515
08-Sep-23,EQ,"2,440.00","2,456.00","2,422.95","2,432.00","2,451.00","2,448.20","2,435.83","2,630.95","2,399.90",11554644,"28,14,51,73,638.30",203161
07-Sep-23,EQ,"2,421.70","2,438.25","2,411.00","2,428.70","2,431.00","2,432.00","2,424.86","2,630.95","2,399.90",6826286,"16,55,27,69,825.75",176371
06-Sep-23,EQ,"2,421.10","2,436.15","2,417.25","2,423.60","2,426.35","2,428.70","2,427.46","2,630.95","2,399.90",4100185,"9,95,30,29,723.50",168907
05-Sep-23,EQ,"2,420.00","2,433.95","2,412.45","2,410.70","2,426.00","2,423.60","2,423.22","2,630.95","2,399.90",4337938,"10,51,17,62,468.35",160296
04-Sep-23,EQ,"2,412.65","2,423.65","2,405.30","2,412.65","2,411.05","2,410.70","2,413.56","2,630.95","2,399.90",4673813,"11,28,05,12,429.60",167154
01-Sep-23,EQ,"2,406.55","2,425.65","2,401.65","2,407.00","2,411.40","2,412.65","2,413.40","2,630.95","2,399.90",9056421,"21,85,67,99,694.25",285753
31-Aug-23,EQ,"2,423.00","2,425.00","2,399.90","2,418.05","2,408.00","2,407.00","2,410.24","2,630.95","2,399.90",10819300,"26,07,70,96,813.90",263614
30-Aug-23,EQ,"2,432.00","2,443.00","2,415.00","2,420.35","2,419.40","2,418.05","2,426.59","2,630.95","2,408.15",6084473,"14,76,45,44,103.55",220096
29-Aug-23,EQ,"2,452.05","2,453.45","2,408.15","2,443.75","2,422.00","2,420.35","2,425.23","2,630.95","2,408.15",8438322,"20,46,48,39,388.10",319838
28-Aug-23,EQ,"2,472.00","2,484.00","2,431.10","2,468.35","2,436.95","2,443.75","2,465.38","2,630.95","2,431.10",6290413,"15,50,82,40,986.20",248985
25-Aug-23,EQ,"2,456.00","2,505.00","2,442.60","2,479.80","2,461.90","2,468.35","2,475.31","2,630.95","2,442.60",11111200,"27,50,36,65,768.50",309987
24-Aug-23,EQ,"2,539.90","2,539.90","2,471.00","2,522.20","2,475.80","2,479.80","2,505.26","2,630.95","2,458.05",7070010,"17,71,22,28,152.35",277360
23-Aug-23,EQ,"2,524.20","2,542.85","2,516.95","2,519.40","2,518.20","2,522.20","2,528.38","2,630.95","2,458.05",4758976,"12,03,25,00,977.45",186890
22-Aug-23,EQ,"2,516.90","2,537.95","2,499.00","2,520.00","2,523.00","2,519.40","2,522.49","2,630.95","2,458.05",3856522,"9,72,80,35,039.30",234127
21-Aug-23,EQ,"2,539.95","2,555.45","2,515.65","2,556.80","2,519.50","2,520.00","2,528.76","2,630.95","2,458.05",4610873,"11,65,97,93,136.25",186604
18-Aug-23,EQ,"2,531.25","2,577.60","2,508.55","2,538.00","2,551.05","2,556.80","2,543.13","2,630.95","2,458.05",9319989,"23,70,19,83,763.10",293106
17-Aug-23,EQ,"2,567.10","2,578.10","2,532.85","2,575.15","2,534.05","2,538.00","2,550.82","2,630.95","2,458.05",6836872,"17,43,96,52,935.65",305866
16-Aug-23,EQ,"2,551.00","2,582.80","2,551.00","2,577.25","2,571.95","2,575.15","2,568.15","2,630.95","2,458.05",5101556,"13,10,15,45,280.60",157128
14-Aug-23,EQ,"2,539.00","2,582.30","2,525.00","2,547.15","2,573.20","2,577.25","2,563.04","2,630.95","2,458.05",4787906,"12,27,15,88,459.95",248402
11-Aug-23,EQ,"2,532.45","2,558.85","2,512.35","2,536.45","2,542.00","2,547.15","2,535.53","2,630.95","2,458.05",11089665,"28,11,82,25,498.75",247074
10-Aug-23,EQ,"2,524.95","2,550.00","2,508.45","2,525.20","2,536.00","2,536.45","2,533.24","2,630.95","2,458.05",7735299,"19,59,53,55,860.30",257586
09-Aug-23,EQ,"2,504.85","2,529.00","2,481.10","2,508.65","2,522.00","2,525.20","2,499.68","2,630.95","2,458.05",5743293,"14,35,63,84,371.85",269092
08-Aug-23,EQ,"2,528.00","2,534.45","2,499.55","2,523.85","2,503.75","2,508.65","2,514.67","2,630.95","2,458.05",4922036,"12,37,72,91,186.25",199690
07-Aug-23,EQ,"2,521.00","2,528.40","2,505.00","2,509.55","2,523.50","2,523.85","2,518.85","2,630.95","2,458.05",2991435,"7,53,49,73,865.10",144288
04-Aug-23,EQ,"2,498.80","2,516.00","2,471.60","2,475.90","2,508.00","2,509.55","2,497.26","2,630.95","2,458.05",11442805,"28,57,56,03,699.10",292077
03-Aug-23,EQ,"2,475.30","2,500.90","2,458.05","2,486.35","2,474.50","2,475.90","2,474.27","2,630.95","2,458.05",5084175,"12,57,96,30,763.10",227047
02-Aug-23,EQ,"2,509.20","2,512.00","2,463.60","2,513.20","2,484.05","2,486.35","2,485.51","2,630.95","2,463.60",6374107,"15,84,29,03,032.05",330411
01-Aug-23,EQ,"2,555.00","2,559.00","2,505.30","2,549.25","2,517.70","2,513.20","2,524.85","2,630.95","2,469.30",4768316,"12,03,92,88,137.45",198132
31-Jul-23,EQ,"2,527.85","2,553.90","2,517.95","2,527.85","2,546.00","2,549.25","2,540.69","2,630.95","2,469.30",4275587,"10,86,29,27,967.25",169076
28-Jul-23,EQ,"2,512.05","2,542.85","2,500.55","2,502.70","2,528.20","2,527.85","2,518.80","2,630.95","2,469.30",10413926,"26,23,06,15,302.10",333806
27-Jul-23,EQ,"2,534.05","2,537.65","2,490.35","2,526.20","2,515.00","2,502.70","2,509.19","2,630.95","2,469.30",8613449,"21,61,28,19,116.55",299635
26-Jul-23,EQ,"2,485.00","2,547.00","2,485.00","2,485.80","2,526.00","2,526.20","2,526.43","2,630.95","2,469.30",6455506,"16,30,93,70,484.50",255390
25-Jul-23,EQ,"2,494.00","2,505.20","2,480.00","2,487.40","2,484.00","2,485.80","2,492.71","2,630.95","2,469.30",6013010,"14,98,86,81,530.35",242346
24-Jul-23,EQ,"2,481.00","2,514.95","2,469.30","2,538.75","2,488.00","2,487.40","2,491.60","2,630.95","2,469.30",11863933,"29,56,01,18,805.00",441158
21-Jul-23,EQ,"2,609.00","2,614.90","2,523.60","2,619.85","2,555.00","2,538.75","2,549.83","2,630.95","2,523.60",15124619,"38,56,51,57,004.35",457107
20-Jul-23,EQ,"2,580.00","2,630.95","2,580.00","2,841.85","2,623.00","2,619.85","2,614.00","2,630.95","2,580.00",19358812,"50,60,39,56,720.15",415393
19-Jul-23,EQ,"2,830.00","2,856.00","2,797.00","2,820.45","2,853.00","2,841.85","2,826.91","2,856.00","2,180.00",18054869,"51,03,95,78,142.75",441824
18-Jul-23,EQ,"2,817.00","2,837.45","2,793.00","2,796.70","2,822.60","2,820.45","2,814.75","2,837.45","2,180.00",11937761,"33,60,18,45,465.45",332862
17-Jul-23,EQ,"2,747.00","2,815.05","2,728.00","2,740.70","2,795.20","2,796.70","2,780.30","2,815.05","2,180.00",10254545,"28,51,07,31,060.60",386729
14-Jul-23,EQ,"2,750.00","2,760.90","2,725.10","2,743.00","2,751.00","2,740.70","2,739.02","2,802.00","2,180.00",6979790,"19,11,78,13,181.40",201319
13-Jul-23,EQ,"2,783.90","2,799.00","2,737.25","2,767.75","2,748.00","2,743.00","2,774.19","2,802.00","2,180.00",6776172,"18,79,83,57,651.30",254196
12-Jul-23,EQ,"2,766.30","2,802.00","2,761.65","2,764.70","2,765.00","2,767.75","2,781.60","2,802.00","2,180.00",8645662,"24,04,87,64,830.55",348082
11-Jul-23,EQ,"2,752.90","2,770.00","2,737.60","2,735.05","2,769.00","2,764.70","2,755.34","2,770.00","2,180.00",9262001,"25,51,99,75,405.90",306208
10-Jul-23,EQ,"2,688.90","2,756.00","2,675.00","2,633.60","2,735.25","2,735.05","2,729.55","2,756.00","2,180.00",15340262,"41,87,19,95,571.75",452960
07-Jul-23,EQ,"2,635.00","2,664.95","2,628.00","2,638.75","2,629.00","2,633.60","2,645.39","2,755.00","2,180.00",6172684,"16,32,91,64,522.95",231715
06-Jul-23,EQ,"2,576.05","2,644.45","2,576.05","2,584.50","2,633.30","2,638.75","2,628.55","2,755.00","2,180.00",8822948,"23,19,15,25,858.60",242971
05-Jul-23,EQ,"2,609.00","2,609.00","2,575.80","2,588.75","2,588.00","2,584.50","2,585.90","2,755.00","2,180.00",4729479,"12,22,99,54,790.40",163146
04-Jul-23,EQ,"2,625.00","2,625.00","2,573.25","2,615.70","2,588.00","2,588.75","2,588.64","2,755.00","2,180.00",3720447,"9,63,09,11,136.45",157756
03-Jul-23,EQ,"2,558.05","2,622.00","2,555.35","2,550.25","2,612.00","2,615.70","2,596.46","2,755.00","2,180.00",5609248,"14,56,42,07,451.25",205284
30-Jun-23,EQ,"2,546.40","2,556.65","2,533.45","2,529.50","2,553.35","2,550.25","2,543.75","2,755.00","2,180.00",5146441,"13,09,12,51,360.20",223168
28-Jun-23,EQ,"2,513.00","2,537.85","2,497.85","2,496.45","2,530.35","2,529.50","2,525.48","2,755.00","2,180.00",5239872,"13,23,32,13,873.00",190293
27-Jun-23,EQ,"2,496.55","2,509.50","2,486.65","2,495.55","2,495.00","2,496.45","2,496.25","2,755.00","2,180.00",4471687,"11,16,24,30,554.95",157574
26-Jun-23,EQ,"2,507.00","2,515.40","2,488.70","2,514.75","2,495.25","2,495.55","2,500.04","2,755.00","2,180.00",5833893,"14,58,49,60,042.70",140793
23-Jun-23,EQ,"2,528.90","2,533.40","2,512.00","2,535.50","2,517.80","2,514.75","2,521.55","2,755.00","2,180.00",3059084,"7,71,36,44,596.40",136010
22-Jun-23,EQ,"2,556.00","2,573.30","2,532.00","2,564.30","2,539.00","2,535.50","2,551.25","2,755.00","2,180.00",3516244,"8,97,08,24,759.40",179274
21-Jun-23,EQ,"2,557.00","2,569.85","2,548.00","2,557.10","2,564.90","2,564.30","2,561.96","2,755.00","2,180.00",3212779,"8,23,10,21,944.90",135010
20-Jun-23,EQ,"2,547.55","2,564.00","2,535.00","2,551.80","2,561.50","2,557.10","2,548.60","2,755.00","2,180.00",3194085,"8,14,04,54,943.70",119189
19-Jun-23,EQ,"2,584.00","2,584.00","2,542.65","2,577.40","2,550.50","2,551.80","2,555.84","2,755.00","2,180.00",3137532,"8,01,90,25,286.30",130037
16-Jun-23,EQ,"2,560.20","2,582.40","2,560.20","2,552.55","2,575.00","2,577.40","2,574.79","2,755.00","2,180.00",11155180,"28,72,22,02,805.50",237630
15-Jun-23,EQ,"2,551.80","2,562.55","2,535.50","2,551.85","2,550.15","2,552.55","2,551.63","2,755.00","2,180.00",5451926,"13,91,13,15,989.45",193503
14-Jun-23,EQ,"2,521.00","2,555.00","2,517.00","2,520.85","2,546.25","2,551.85","2,541.35","2,755.00","2,180.00",6127509,"15,57,21,20,760.55",255684
13-Jun-23,EQ,"2,495.00","2,523.45","2,486.25","2,484.15","2,517.90","2,520.85","2,509.06","2,755.00","2,180.00",5190958,"13,02,44,09,119.20",179929
12-Jun-23,EQ,"2,475.50","2,489.20","2,465.00","2,481.95","2,488.00","2,484.15","2,479.76","2,755.00","2,180.00",2949893,"7,31,50,18,537.50",155197
09-Jun-23,EQ,"2,507.00","2,508.55","2,478.00","2,499.65","2,482.00","2,481.95","2,493.99","2,814.00","2,180.00",2712243,"6,76,43,00,003.70",154585
08-Jun-23,EQ,"2,506.00","2,516.85","2,491.00","2,498.15","2,505.00","2,499.65","2,504.11","2,814.00","2,180.00",5570815,"13,94,99,25,583.10",176663
07-Jun-23,EQ,"2,487.00","2,500.00","2,472.60","2,479.35","2,498.00","2,498.15","2,487.06","2,814.00","2,180.00",4759238,"11,83,65,09,766.30",187387
06-Jun-23,EQ,"2,483.45","2,487.70","2,462.00","2,477.25","2,483.80","2,479.35","2,473.70","2,814.00","2,180.00",3458161,"8,55,44,57,378.70",167754
05-Jun-23,EQ,"2,467.20","2,483.75","2,458.45","2,455.20","2,479.95","2,477.25","2,470.14","2,814.00","2,180.00",5034355,"12,43,55,36,493.30",161758
02-Jun-23,EQ,"2,471.00","2,482.85","2,451.00","2,463.25","2,455.25","2,455.20","2,459.32","2,817.35","2,180.00",7291995,"17,93,33,84,336.15",160655
01-Jun-23,EQ,"2,480.15","2,484.90","2,458.00","2,469.90","2,467.00","2,463.25","2,472.06","2,817.35","2,180.00",6734525,"16,64,81,39,919.55",216233
31-May-23,EQ,"2,500.00","2,509.85","2,461.00","2,519.95","2,466.95","2,469.90","2,477.34","2,817.35","2,180.00",12510304,"30,99,22,95,693.45",289027
30-May-23,EQ,"2,520.60","2,537.70","2,514.35","2,520.60","2,520.55","2,519.95","2,524.94","2,817.35","2,180.00",5234564,"13,21,69,61,279.00",173212
29-May-23,EQ,"2,521.00","2,530.00","2,507.20","2,506.50","2,518.20","2,520.60","2,519.76","2,817.35","2,180.00",4619754,"11,64,06,58,051.85",184530
26-May-23,EQ,"2,458.00","2,509.00","2,450.75","2,439.95","2,508.80","2,506.50","2,489.54","2,817.35","2,180.00",5827017,"14,50,66,12,501.75",197182
25-May-23,EQ,"2,433.90","2,449.00","2,416.05","2,440.25","2,444.85","2,439.95","2,430.14","2,817.35","2,180.00",5301647,"12,88,37,32,875.05",136521
24-May-23,EQ,"2,445.90","2,464.00","2,433.45","2,454.55","2,441.00","2,440.25","2,447.77","2,817.35","2,180.00",3743804,"9,16,39,84,988.70",132191
23-May-23,EQ,"2,460.65","2,468.00","2,451.45","2,455.00","2,453.00","2,454.55","2,460.13","2,817.35","2,180.00",2811473,"6,91,65,83,531.40",121065
22-May-23,EQ,"2,435.00","2,466.00","2,432.35","2,441.95","2,454.50","2,455.00","2,455.77","2,817.35","2,180.00",3431208,"8,42,62,66,009.20",122501
19-May-23,EQ,"2,434.05","2,445.95","2,418.85","2,434.05","2,444.00","2,441.95","2,432.71","2,817.35","2,180.00",3715280,"9,03,82,04,553.15",118264
